locationID,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude
166,"1042 W Belden Ave, Syracuse, NY 13204",1042 W Belden Ave,Unknown,Syracuse,NY,13204,Onondaga,43.055,-76.1694
167,"1414 Texas Ave, Unit 251, Houston, TX 77002",1414 Texas Ave,Unit 251,Houston,TX,77002,Harris,29.757227,-95.358978
168,"6672 Palmer Dr NW, Canton, OH 44718",6672 Palmer Dr NW,Unknown,Canton,OH,44718,Stark,40.877793,-81.469645
169,"6777 N Windy Pines St, Coeur D Alene, ID 83815",6777 N Windy Pines St,Unknown,Coeur D Alene,ID,83815,Kootenai,47.733644,-116.804009
170,"721 S Front St, Milton, PA 17847",721 S Front St,Unknown,Milton,PA,17847,Northumberland,41.009645,-76.861555
171,"436 N 33rd St, Philadelphia, PA 19104",436 N 33rd St,Unknown,Philadelphia,PA,19104,Philadelphia,39.962838,-75.190184
172,"642 N College St, Unit 642, Carlisle, PA 17013",642 N College St,Unit 642,Carlisle,PA,17013,Cumberland,40.210232,-77.195601
173,"10343 56th Ave NE, Marysville, WA 98270",10343 56th Ave NE,Unknown,Marysville,WA,98270,Snohomish,48.088657,-122.155379
174,"327 Coreopsis Dr, Lancaster, PA 17602",327 Coreopsis Dr,Unknown,Lancaster,PA,17602,Lancaster,40.026534,-76.231425
175,"1237 N Mason Ave, Chicago, IL 60651",1237 N Mason Ave,Unknown,Chicago,IL,60651,Cook,41.903184,-87.773832
176,"2905 Arlington Dr, Springfield, IL 62704",2905 Arlington Dr,Unknown,Springfield,IL,62704,Sangamon,39.76694,-89.697099
177,"1613 Crossbill Trl, Hanahan, SC 29410",1613 Crossbill Trl,Unknown,Hanahan,SC,29410,Berkeley,32.944382,-80.017457
178,"5930 Ne 18th Ave, Apt 304, Fort Lauderdale, FL 33334",5930 Ne 18th Ave,Apt 304,Fort Lauderdale,FL,33334,Broward,26.202568,-80.122714
179,"17485 Mallard Dr, Sonoma, CA 95476",17485 Mallard Dr,Unknown,Sonoma,CA,95476,Sonoma,38.317347,-122.462165
180,"5804 W Dayton Ave, Fresno, CA 93722",5804 W Dayton Ave,Unknown,Fresno,CA,93722,Fresno,36.783161,-119.895041
181,"7193 Fledgling Ln, Ooltewah, TN 37363",7193 Fledgling Ln,Unknown,Ooltewah,TN,37363,Hamilton,35.227811,-85.031509
182,"31B James St, Lodi, NJ 07644",31B James St,Unknown,Lodi,NJ,7644,Bergen,40.874298,-74.084189
183,"307 Daisy Ln, Winterville, NC 28590",307 Daisy Ln,Unknown,Winterville,NC,28590,Pitt,35.514799,-77.399006
184,"4175 E Bonne Vista Dr, Eagle Mountain, UT 84005",4175 E Bonne Vista Dr,Unknown,Eagle Mountain,UT,84005,Utah,40.367456,-111.963786
185,"3222 Vinca Ranch Dr, Katy, TX 77494",3222 Vinca Ranch Dr,Unknown,Katy,TX,77494,Fort Bend,29.745653,-95.79854
186,"2847 Wells Dr, Augusta, GA 30906",2847 Wells Dr,Unknown,Augusta,GA,30906,Richmond,33.425635,-82.040982
187,"207 Hollywood St, Valdosta, GA 31601",207 Hollywood St,Unknown,Valdosta,GA,31601,Lowndes,30.842294,-83.252805
188,"462 Sw Ben Oaks Ct, Lake City, FL 32024",462 Sw Ben Oaks Ct,Unknown,Lake City,FL,32024,Columbia,30.017431,-82.75553
189,"4377 S Wood Hollow Ct, Wichita, KS 67216",4377 S Wood Hollow Ct,Unknown,Wichita,KS,67216,Sedgwick,37.613003,-97.30095
190,"606 N Figueroa St, Apt 437, Los Angeles, CA 90012",606 N Figueroa St,Apt 437,Los Angeles,CA,90012,Los Angeles,34.062702,-118.246277
191,"717 Leland Ave, Plainfield, NJ 07062",717 Leland Ave,Unknown,Plainfield,NJ,7062,Union,40.628367,-74.397083
192,"3101 N Midland Dr, Apt 305, Midland, TX 79707",3101 N Midland Dr,Apt 305,Midland,TX,79707,Midland,32.015162,-102.141155
193,"131 Valentine Rd NE, Milledgeville, GA 31061",131 Valentine Rd NE,Unknown,Milledgeville,GA,31061,Baldwin County,33.085073,-83.150375
194,"Fawn Valley Ct, Lot 4, Reedsburg, WI 53959",Fawn Valley Ct,Lot 4,Reedsburg,WI,53959,Sauk,43.546699067,-89.97752381
195,"5854 Meghan Way, Sacramento, CA 95842",5854 Meghan Way,Unknown,Sacramento,CA,95842,Sacramento,38.674296,-121.356392
196,"312 Coconut Grove Ct, Panama City Beach, FL 32407",312 Coconut Grove Ct,Unknown,Panama City Beach,FL,32407,Bay,30.201363,-85.835781
197,"1200 N St NW, Apt 307, Washington, DC 20005",1200 N St NW,Apt 307,Washington,DC,20005,District Of Columbia,38.907234,-77.028094
198,"2167 N 125th Avenue Cir, Omaha, NE 68164",2167 N 125th Avenue Cir,Unknown,Omaha,NE,68164,Douglas,41.280468,-96.108657
199,"421 E 142nd St, Bronx, NY 10454",421 E 142nd St,Unknown,Bronx,NY,10454,Bronx,40.811437,-73.919983
200,"2869 Pixie Dr, Stockton, CA 95203",2869 Pixie Dr,Unknown,Stockton,CA,95203,San Joaquin,37.958345,-121.336911
201,"316 Davis St, Carthage, IL 62321",316 Davis St,Unknown,Carthage,IL,62321,Hancock,40.417889,-91.138622
202,"5936 Panther Butte, Lone Tree, CO 80124",5936 Panther Butte,Unknown,Lone Tree,CO,80124,Douglas,39.526903,-104.920278
203,"308 Willmar Ave SW, Willmar, MN 56201",308 Willmar Ave SW,Unknown,Willmar,MN,56201,Kandiyohi,45.110804,-95.044593
204,"19250C 71st Cres, Apt 3C, Fresh Meadows, NY 11365",19250C 71st Cres,Apt 3C,Fresh Meadows,NY,11365,Queens,40.735438,-73.779023
205,"17 Canning St, Cumberland, RI 02864",17 Canning St,Unknown,Cumberland,RI,2864,Providence,41.975503,-71.454361
206,"19 Glover Dr, Stoughton, MA 02072",19 Glover Dr,Unknown,Stoughton,MA,2072,Norfolk,42.109337,-71.106005
207,"1901 Halford Ave, Apt 105, Santa Clara, CA 95051",1901 Halford Ave,Apt 105,Santa Clara,CA,95051,Santa Clara,37.358064,-121.997105
208,"26226 Dayflower Blvd, Wesley Chapel, FL 33544",26226 Dayflower Blvd,Unknown,Wesley Chapel,FL,33544,Pasco,28.242107,-82.381907
209,"14618 Briarley Pl, Upper Marlboro, MD 20774",14618 Briarley Pl,Unknown,Upper Marlboro,MD,20774,Prince Georges,38.886514,-76.751906
210,"772 S Marshall St, Winston Salem, NC 27101",772 S Marshall St,Unknown,Winston Salem,NC,27101,Forsyth,36.084798,-80.244682
211,"13625 S 48th St, Apt 2072, Phoenix, AZ 85044",13625 S 48th St,Apt 2072,Phoenix,AZ,85044,Maricopa,33.323564,-111.976482
212,"799 Snyder Dr, Lakeport, CA 95453",799 Snyder Dr,Unknown,Lakeport,CA,95453,Lake,39.085842,-122.917313
213,"117 Sunset Falls Dr, La Marque, TX 77568",117 Sunset Falls Dr,Unknown,La Marque,TX,77568,Galveston,29.397896,-95.043079
214,"1872 Montward Preserve Way, Jacksonville, FL 32218",1872 Montward Preserve Way,Unknown,Jacksonville,FL,32218,Duval,30.438061,-81.673545
215,"305 Plantation Dr, Kings Mountain, NC 28086",305 Plantation Dr,Unknown,Kings Mountain,NC,28086,Cleveland,35.209805,-81.402659
216,"1557 Hartsville Trl, The Villages, FL 32162",1557 Hartsville Trl,Unknown,The Villages,FL,32162,Sumter,28.900797999999998,-81.990553
217,"821 Whitehall Ln, Redwood City, CA 94061",821 Whitehall Ln,Unknown,Redwood City,CA,94061,San Mateo,37.462986,-122.218551
218,"8400 Nairn St, Apt 2221, Houston, TX 77074",8400 Nairn St,Apt 2221,Houston,TX,77074,Harris,29.680169,-95.527206
219,"220 Sycamore Dr, Seven Fields, PA 16046",220 Sycamore Dr,Unknown,Seven Fields,PA,16046,Butler,40.689364,-80.063715
220,"221 Cushing St NW, Olympia, WA 98502",221 Cushing St NW,Unknown,Olympia,WA,98502,Thurston,47.046729,-122.925054
221,"79 Geoffrey Ln, Oxford, GA 30054",79 Geoffrey Ln,Unknown,Oxford,GA,30054,Newton,33.704087,-83.859519
222,"54 Jacqueline Rd, Apt 5, Waltham, MA 02452",54 Jacqueline Rd,Apt 5,Waltham,MA,2452,Middlesex,42.40696,-71.232679
223,"1607 Edgewood Dr, Crawfordsville, IN 47933",1607 Edgewood Dr,Unknown,Crawfordsville,IN,47933,Montgomery,40.023055,-86.886322
224,"1014 Boone St, Newport, KY 41071",1014 Boone St,Unknown,Newport,KY,41071,Campbell,39.088742,-84.485154
225,"2528 Lafayette Dr, Celina, TX 75009",2528 Lafayette Dr,Unknown,Celina,TX,75009,Collin,33.303355,-96.741959
226,"1427 Norton St, Burton, MI 48529",1427 Norton St,Unknown,Burton,MI,48529,Genesee,42.979659,-83.67709
227,"25 Vista Dr, Flanders, NJ 07836",25 Vista Dr,Unknown,Flanders,NJ,7836,Morris,40.854758,-74.728707
228,"19 Ashton St, Pickerington, OH 43147",19 Ashton St,Unknown,Pickerington,OH,43147,Fairfield,39.886771,-82.752457
229,"13396 Burchard Dr SW, Port Orchard, WA 98367",13396 Burchard Dr SW,Unknown,Port Orchard,WA,98367,Kitsap,47.426239,-122.763045
230,"19126 Cypress Flower Dr, Katy, TX 77449",19126 Cypress Flower Dr,Unknown,Katy,TX,77449,Harris,29.832993,-95.705231
231,"67 Polk Ln, Dallas, GA 30132",67 Polk Ln,Unknown,Dallas,GA,30132,Paulding,33.933333,-84.850047
232,"8183 Ribbon Edge St, Las Vegas, NV 89139",8183 Ribbon Edge St,Unknown,Las Vegas,NV,89139,Clark,36.040511,-115.221129
233,"1600 S Henderson St, Fort Worth, TX 76104",1600 S Henderson St,Unknown,Fort Worth,TX,76104,Tarrant,32.72766,-97.337914
234,"6155 Bedford Dr, Beaumont, TX 77708",6155 Bedford Dr,Unknown,Beaumont,TX,77708,Jefferson,30.13531,-94.177336
235,"804 Trinkling Creek Dr, Felton, CA 95018",804 Trinkling Creek Dr,Unknown,Felton,CA,95018,Santa Cruz,37.107397,-122.056192
236,"593 Park Road Ext, Middlebury, CT 06762",593 Park Road Ext,Unknown,Middlebury,CT,6762,Naugatuck Valley,41.561216,-73.111984
237,"1134 Glenmore Ave, Brooklyn, NY 11208",1134 Glenmore Ave,Unknown,Brooklyn,NY,11208,Kings,40.677199,-73.867076
238,"18 N Evergreen Ave, Clearwater, FL 33755",18 N Evergreen Ave,Unknown,Clearwater,FL,33755,Pinellas,27.966485,-82.78103
239,"1512 E Doral Dr, Chandler, AZ 85249",1512 E Doral Dr,Unknown,Chandler,AZ,85249,Maricopa,33.211963,-111.814712
240,"467 Marshall Cir, Whitewright, TX 75491",467 Marshall Cir,Unknown,Whitewright,TX,75491,Fannin,33.564256,-96.379747
241,"1105 Ringgold Rd, Forney, TX 75126",1105 Ringgold Rd,Unknown,Forney,TX,75126,Rockwall,32.785098,-96.479625
242,"1850 Hamden Ln, Stow, OH 44224",1850 Hamden Ln,Unknown,Stow,OH,44224,Summit,41.201043,-81.429482
243,"469 Arcturus St, Thousand Oaks, CA 91360",469 Arcturus St,Unknown,Thousand Oaks,CA,91360,Ventura,34.21676,-118.869379
244,"3901 Loop Rd, Nashville, NC 27856",3901 Loop Rd,Unknown,Nashville,NC,27856,Nash,36.02682,-77.932634
245,"1928 E Cactus Wren Dr, Phoenix, AZ 85020",1928 E Cactus Wren Dr,Unknown,Phoenix,AZ,85020,Maricopa,33.53949,-112.040038
246,"146 Cypress Ave, Murrells Inlet, SC 29576",146 Cypress Ave,Unknown,Murrells Inlet,SC,29576,Horry,33.582375,-78.99556
247,"6450 Fairhaven Rd, Cleveland, OH 44124",6450 Fairhaven Rd,Unknown,Cleveland,OH,44124,Cuyahoga,41.506134,-81.444354
248,"5120 Colbert Rd, Lakeland, FL 33812",5120 Colbert Rd,Unknown,Lakeland,FL,33812,Polk,27.97339,-81.889878
249,"19000 E R D Mize Rd, Independence, MO 64057",19000 E R D Mize Rd,Unknown,Independence,MO,64057,Jackson,39.062763,-94.356479
250,"47 Wilkshire Rd, Doylestown, PA 18901",47 Wilkshire Rd,Unknown,Doylestown,PA,18901,Bucks,40.280898,-75.117558
251,"4343 N 49th Ave, Phoenix, AZ 85031",4343 N 49th Ave,Unknown,Phoenix,AZ,85031,Maricopa,33.50023,-112.164463
252,"1250 S Miami Ave, Apt 1402, Miami, FL 33130",1250 S Miami Ave,Apt 1402,Miami,FL,33130,Miami-Dade,25.762099,-80.193556
253,"10 Farm Valley Rd, Fletcher, NC 28732",10 Farm Valley Rd,Unknown,Fletcher,NC,28732,Henderson,35.437856,-82.458581
254,"3222 Elliot St NW, Salem, OR 97304",3222 Elliot St NW,Unknown,Salem,OR,97304,Polk,44.980525,-123.085144
255,"2385 Williamsbridge Rd, Apt 3H, Bronx, NY 10469",2385 Williamsbridge Rd,Apt 3H,Bronx,NY,10469,Bronx,40.860936,-73.857556
256,"8241 E Calypso Ave, Mesa, AZ 85208",8241 E Calypso Ave,Unknown,Mesa,AZ,85208,Maricopa,33.40696,-111.653089
257,"1215 Nadene Dr, Marysville, CA 95901",1215 Nadene Dr,Unknown,Marysville,CA,95901,Yuba,39.165486,-121.566641
258,"2858 Pine Ave, Ronkonkoma, NY 11779",2858 Pine Ave,Unknown,Ronkonkoma,NY,11779,Suffolk,40.81673,-73.127594
259,"19 Landmark Dr, Apt 4C, Columbia, SC 29210",19 Landmark Dr,Apt 4C,Columbia,SC,29210,Lexington,34.049302,-81.130652
260,"2501 N 22nd Dr, Phoenix, AZ 85009",2501 N 22nd Dr,Unknown,Phoenix,AZ,85009,Maricopa,33.475623,-112.107276
261,"1653 Riley Ct, Canon City, CO 81212",1653 Riley Ct,Unknown,Canon City,CO,81212,Fremont,38.426994,-105.202906
262,"1483 Huntingford Dr, Marietta, GA 30068",1483 Huntingford Dr,Unknown,Marietta,GA,30068,Cobb,33.985563,-84.397479
263,"7516 Fawnmeadow Ln, Cincinnati, OH 45241",7516 Fawnmeadow Ln,Unknown,Cincinnati,OH,45241,Butler,39.303697,-84.378561
264,"1400 Gower Ct, Mclean, VA 22102",1400 Gower Ct,Unknown,Mclean,VA,22102,Fairfax,38.935358,-77.218492
265,"861 E 7th Ave, Mesa, AZ 85204",861 E 7th Ave,Unknown,Mesa,AZ,85204,Maricopa,33.401837,-111.812176
266,"309 W Pebble Beach Ln, Azusa, CA 91702",309 W Pebble Beach Ln,Unknown,Azusa,CA,91702,Los Angeles,34.146444,-117.909862
267,"1902 Stetson Rd, Columbus, OH 43232",1902 Stetson Rd,Unknown,Columbus,OH,43232,Franklin,39.938503,-82.850892
268,"1058 Whitworth Ave, Las Vegas, NV 89148",1058 Whitworth Ave,Unknown,Las Vegas,NV,89148,Clark,36.030097,-115.295862
269,"17611 W 111th Ter, Olathe, KS 66061",17611 W 111th Ter,Unknown,Olathe,KS,66061,Johnson,38.925674,-94.791713
270,"905 Brooklet Dr, Davenport, FL 33837",905 Brooklet Dr,Unknown,Davenport,FL,33837,Polk,28.173585,-81.650894
271,"5651 Nw 29th St, Margate, FL 33063",5651 Nw 29th St,Unknown,Margate,FL,33063,Broward,26.26557,-80.201053
272,"227 Treadwell Rd, Tonawanda, NY 14150",227 Treadwell Rd,Unknown,Tonawanda,NY,14150,Erie,42.987031,-78.831334
273,"8101 W Flamingo Rd, Unit 2104, Las Vegas, NV 89147",8101 W Flamingo Rd,Unit 2104,Las Vegas,NV,89147,Clark,36.114164,-115.267974
274,"13508 Dixie, Redford, MI 48239",13508 Dixie,Unknown,Redford,MI,48239,Wayne,42.383457,-83.28273
275,"5305 Aldrich Ave S, Minneapolis, MN 55419",5305 Aldrich Ave S,Unknown,Minneapolis,MN,55419,Hennepin,44.906609,-93.289208
276,"101 Rama Ln, Lexington, SC 29072",101 Rama Ln,Unknown,Lexington,SC,29072,Lexington,33.989068,-81.251678
277,"3836 Standish Ave, Cincinnati, OH 45213",3836 Standish Ave,Unknown,Cincinnati,OH,45213,Hamilton,39.184869,-84.405882
278,"4352 N Cicero Ave, Apt 2, Chicago, IL 60641",4352 N Cicero Ave,Apt 2,Chicago,IL,60641,Cook,41.960458,-87.747582
279,"1211 Red Oak St, Bryan, TX 77803",1211 Red Oak St,Unknown,Bryan,TX,77803,Brazos,30.688797,-96.38109
280,"5925 Grisby House Ct, Centreville, VA 20120",5925 Grisby House Ct,Unknown,Centreville,VA,20120,Fairfax,38.842791,-77.445431
281,"5015 Via, Papel, San Diego, CA 92122",5015 Via,Papel,San Diego,CA,92122,San Diego,32.849167,-117.18615
282,"County 26 Rd, Lot 3PT, Elberta, AL 36549",County 26 Rd,Lot 3PT,Elberta,AL,36549,Baldwin,30.393582877,-87.56069411
283,"PO Box 50531, Oxnard, CA 93031",PO Box 50531,Unknown,Oxnard,CA,93031,Ventura,34.2203,-119.1809
284,"18 Benjamin Ln, Albany, NY 12205",18 Benjamin Ln,Unknown,Albany,NY,12205,Albany,42.721203,-73.848647
285,"25 Walter Bartlett Rd, Manchester, TN 37355",25 Walter Bartlett Rd,Unknown,Manchester,TN,37355,Coffee,35.49603,-86.035414
286,"111 Ridgedale Dr, West Monroe, LA 71291",111 Ridgedale Dr,Unknown,West Monroe,LA,71291,Ouachita,32.548301,-92.149129
287,"8911 E Gospel Island Rd, Inverness, FL 34450",8911 E Gospel Island Rd,Unknown,Inverness,FL,34450,Citrus,28.862767,-82.286103
288,"804 Aragona Blvd, Virginia Beach, VA 23455",804 Aragona Blvd,Unknown,Virginia Beach,VA,23455,Virginia Beach City,36.863062,-76.145631
289,"6720 Broad Valley Ct, Charlotte, NC 28216",6720 Broad Valley Ct,Unknown,Charlotte,NC,28216,Mecklenburg,35.321575,-80.850072
290,"3801 N Meridian St, Apt 908, Indianapolis, IN 46208",3801 N Meridian St,Apt 908,Indianapolis,IN,46208,Marion,39.825265,-86.156281
291,"7820 N University St, Ste 204, Peoria, IL 61614",7820 N University St,Ste 204,Peoria,IL,61614,Peoria,40.782995,-89.620709
292,"PO Box 13235, San Luis Obispo, CA 93406",PO Box 13235,Unknown,San Luis Obispo,CA,93406,San Luis Obispo,35.2622,-120.6781
293,"1906 Paladin St, Fayetteville, NC 28304",1906 Paladin St,Unknown,Fayetteville,NC,28304,Cumberland,35.023346,-78.939731
294,"4126 E 250th St, Elko New Market, MN 55020",4126 E 250th St,Unknown,Elko New Market,MN,55020,Scott County,44.587853,-93.43886
295,"3000 Oak Ln, Brookshire, TX 77423",3000 Oak Ln,Unknown,Brookshire,TX,77423,Waller,29.770617,-95.958914
296,"429 S Elmhurst Rd, Mount Prospect, IL 60056",429 S Elmhurst Rd,Unknown,Mount Prospect,IL,60056,Cook,42.058543,-87.940508
297,"76 Komorn St, Newark, NJ 07105",76 Komorn St,Unknown,Newark,NJ,7105,Essex,40.725267,-74.148439
298,"5396 Ignacio Frias Dr, El Paso, TX 79934",5396 Ignacio Frias Dr,Unknown,El Paso,TX,79934,El Paso,31.93659,-106.418429
299,"2273 Veneto St, Richland, WA 99354",2273 Veneto St,Unknown,Richland,WA,99354,Benton,46.319962,-119.316585
300,"41 Malvern Rd, Worcester, MA 01610",41 Malvern Rd,Unknown,Worcester,MA,1610,Worcester,42.233522,-71.816884
301,"410 Pamlar Ave, San Jose, CA 95128",410 Pamlar Ave,Unknown,San Jose,CA,95128,Santa Clara,37.299041,-121.939176
302,"900 W Wrightwood Ave, Unit 2W, Chicago, IL 60614",900 W Wrightwood Ave,Unit 2W,Chicago,IL,60614,Cook,41.92926,-87.651466
303,"1934 Boren Dr, Katy, TX 77493",1934 Boren Dr,Unknown,Katy,TX,77493,Harris,29.800779,-95.798774
304,"4845 Ridge St, Columbus, OH 43207",4845 Ridge St,Unknown,Columbus,OH,43207,Franklin,39.863763,-82.953795
305,"152 S Steele St, Apt 205, Sanford, NC 27330",152 S Steele St,Apt 205,Sanford,NC,27330,Lee,35.479492,-79.178549
306,"344 E 63rd St, Apt 14D, New York, NY 10065",344 E 63rd St,Apt 14D,New York,NY,10065,New York,40.762237999999996,-73.960693
307,"15 Huntington Ct, Hamilton, OH 45013",15 Huntington Ct,Unknown,Hamilton,OH,45013,Butler,39.386627,-84.577793
308,"1917 Engle Rd, Augusta, GA 30906",1917 Engle Rd,Unknown,Augusta,GA,30906,Richmond,33.361505,-82.00331
309,"144 Landa St, Apt 556, New Braunfels, TX 78130",144 Landa St,Apt 556,New Braunfels,TX,78130,Comal,29.705558,-98.132677
310,"8366 Hudson Rd, Maurice, LA 70555",8366 Hudson Rd,Unknown,Maurice,LA,70555,Vermilion,30.114805,-92.113463
311,"924 Boxwood Dr, Lewisville, TX 75067",924 Boxwood Dr,Unknown,Lewisville,TX,75067,Denton,33.034467,-97.030805
312,"136 11th St, Ste 2, Piscataway, NJ 08854",136 11th St,Ste 2,Piscataway,NJ,8854,Middlesex,40.579442,-74.452547
313,"31 Wilshire Blvd, Lubbock, TX 79416",31 Wilshire Blvd,Unknown,Lubbock,TX,79416,Lubbock,33.609452,-101.954872
314,"348 Cotswold Dr, Norman, OK 73072",348 Cotswold Dr,Unknown,Norman,OK,73072,Cleveland,35.223164,-97.490681
315,"200 Meres Blvd, Apt 4, Tarpon Springs, FL 34689",200 Meres Blvd,Apt 4,Tarpon Springs,FL,34689,Pinellas,28.138335,-82.759647
316,"613 Meadowlake Dr, Noble, OK 73068",613 Meadowlake Dr,Unknown,Noble,OK,73068,Cleveland,35.1505,-97.390359
317,"1120 Claire St, Lantana, TX 76226",1120 Claire St,Unknown,Lantana,TX,76226,Denton,33.108306,-97.120329
318,"20920 Maple Ter, Spring Hill, KS 66083",20920 Maple Ter,Unknown,Spring Hill,KS,66083,Johnson,38.738227,-94.827698
319,"1011 N Olive Ave, West Palm Beach, FL 33401",1011 N Olive Ave,Unknown,West Palm Beach,FL,33401,Palm Beach,26.72186,-80.051949
320,"4072 Eagle Nest Dr, Evans, GA 30809",4072 Eagle Nest Dr,Unknown,Evans,GA,30809,Columbia,33.571226,-82.107755
321,"26 E Main St, Mohawk, NY 13407",26 E Main St,Unknown,Mohawk,NY,13407,Herkimer,43.011454,-75.003014
322,"1206 Euclid Ave, Pueblo, CO 81004",1206 Euclid Ave,Unknown,Pueblo,CO,81004,Pueblo,38.24554,-104.63539
323,"2524 Martin Luther King Jr Dr SW, Apt 9201, Atlanta, GA 30311",2524 Martin Luther King Jr Dr SW,Apt 9201,Atlanta,GA,30311,Fulton,33.752936,-84.469932
324,"2506 Nw 8th Ave, Wilton Manors, FL 33311",2506 Nw 8th Ave,Unknown,Wilton Manors,FL,33311,Broward,26.158844,-80.153374
325,"919 1/2 N Plum St, Newton, KS 67114",919 1/2 N Plum St,Unknown,Newton,KS,67114,Harvey,38.053271,-97.349033
326,"1329 Baytree Ln, Neenah, WI 54956",1329 Baytree Ln,Unknown,Neenah,WI,54956,Winnebago,44.158925,-88.500906
327,"8200 W 87th St, Apt 3V, Hickory Hills, IL 60457",8200 W 87th St,Apt 3V,Hickory Hills,IL,60457,Cook,41.733208,-87.823812
328,"45127 Roberto Ct, Lancaster, CA 93535",45127 Roberto Ct,Unknown,Lancaster,CA,93535,Los Angeles,34.702943,-118.11948
329,"10724 Bridlerein Ter, Columbia, MD 21044",10724 Bridlerein Ter,Unknown,Columbia,MD,21044,Howard,39.210907,-76.882144
330,"2133 Ne 38th Ter, Ocala, FL 34470",2133 Ne 38th Ter,Unknown,Ocala,FL,34470,Marion,29.209804,-82.083355
331,"2326 S Kirkland Ave, Chicago, IL 60623",2326 S Kirkland Ave,Unknown,Chicago,IL,60623,Cook,41.848801,-87.733656
332,"10337 Parkview Ave, Kansas City, KS 66109",10337 Parkview Ave,Unknown,Kansas City,KS,66109,Wyandotte,39.146001,-94.815483
